201401	AASP498K	Special Topics in Black Culture; Black Masculinities in Art, Music, and Dacne	3	Reg, P-F, Aud
201401	AASP498Q	Special Topics in Black Culture; A Critical Examination of Race through Hip-Hop and Sports	3	Reg
201401	AASP498W	Special Topics in Black Culture; Washington and Prince George's History, Culture, and Public Policy	3	Reg, P-F, Aud
201401	AASP499N	Advanced Topics in Public Policy and the Black Community; Gentrification: The Evolution of Urban Neighborhoods	3	Reg, P-F, Aud
201401	AAST200	Introduction to Asian American Studies	3	Reg, P-F, Aud
201401	AAST201	Asian American History	3	Reg, P-F, Aud
201401	AAST222	Immigration and Ethnicity in America	3	Reg, P-F, Aud
201401	AAST233	Introduction to Asian American Literature	3	Reg, P-F, Aud
201401	AAST388	Independent Research	1	Reg, P-F, Aud
201401	AAST398F	Selected Topics in Asian American Studies; Experiential Learning/Independent Research in Asian American Studies	3	Reg, P-F, Aud
201401	AAST398L	Selected Topics in Asian American Studies; Asian Americans in Film	3	Reg, P-F, Aud
201401	AAST398Q	Selected Topics in Asian American Studies; Diversity, Work, and Play in the Digital Age	3	Reg, P-F, Aud
201401	AAST424	Sociology of Race Relations	3	Reg, P-F, Aud
201401	AAST498A	Education and Counseling Issues for Asian Americans	3	Reg, P-F, Aud
201401	AAST498B	Advanced Topics in Asian American Studies; Confucius' Many lives in East Asia & Asian America	3	Reg, P-F, Aud
201401	AAST498E	Advanced Topics in Asian American Studies; Asian American Sexualities	3	Reg, P-F, Aud
201401	AAST498K	Advanced Topics in Asian American Studies; Border Crossings: People, Power, and Politics in Translational Perspective	3	Reg
201401	AAST498M	Advanced Topics in Asian American Studies; Asian American Public Policy	3	Reg, P-F, Aud
201401	AAST498N	Advanced Topics in Asian American Studies; South Asian American Communities	3	Reg, P-F, Aud
201401	AGNR301	Sustainability	3	Reg, P-F, Aud
201401	AGNR388	Honors Thesis Research	3	Reg
201401	AGNR489	Field Experience; Travel Study Seminar	1	Reg, P-F, Aud
201401	AMSC420	Mathematical Modeling	3	Reg
201401	AMSC460	Computational Methods	3	Reg, P-F, Aud
201401	AMSC466	Introduction to Numerical Analysis I	3	Reg, P-F, Aud
201401	AMSC498A	Selected Topics in Applied Mathematics	1	Reg, P-F, Aud
201401	AMSC612	Numerical Methods in Partial Differential Equations	3	Reg, Aud
201401	AMSC661	Scientific Computing II	3	Reg
201401	AMSC664	Advanced Scientific Computing II	3	Reg
201401	AMSC667	Numerical Analysis II	3	Reg, Aud
201401	AMSC671	Ordinary Differential Equations II	3	Reg, Aud
201401	AMSC674	Partial Differential Equations II	3	Reg, Aud
201401	AMSC689	Research Interactions in Applied Mathematics and Scientific Computation	1	Reg, Aud
201401	AMSC760	Applied Statistics Practicum	3	Reg
201401	AMSC762	Data Analysis Project	1	Reg
201401	AMSC799	Master's Thesis Research	1	Reg, S-F
201401	AMSC808A	Advanced Topics in Applied Mathematics	1	Reg, Aud
201401	AMSC808C	Advanced Topics in Applied Mathematics; Nonlinear Hyperbolic Equations	3	Reg, Aud
201401	AMSC808R	Advanced Topics in Applied Mathematics; Sparse and Low Rank Representations: Analytical Methods and Industrial Applications	3	Reg, Aud
201401	AMSC898	Pre-Candidacy Research	1	Reg, S-F
201401	AMSC899	Doctoral Dissertation Research	6	Reg, S-F
201401	AMST101	Introduction American Studies	3	Reg, P-F, Aud
201401	AMST202	Cultures of Everyday Life in America	3	Reg, P-F, Aud
201401	AMST204	Film and American Culture Studies	3	Reg, P-F, Aud
201401	AMST205	Material Aspects of American Life	3	Reg, P-F, Aud
201401	AMST212	Diversity in American Culture	3	Reg, P-F, Aud
201401	AMST289A	Shifting Sands: Constructing Cultural Mainstreams and Margins in the U.S.	3	Reg, P-F, Aud
201401	AMST298C	Introduction to Asian American Studies	3	Reg, P-F, Aud
201401	AMST328N	Perspectives on Identity and Culture; Introduction to Native American Cultures of the United States	3	Reg, P-F, Aud
201401	AMST328Q	Perspectives on Identity and Culture; Literature of the Chicano Movement	3	Reg, P-F, Aud
201401	AMST328W	Perspectives on Identity and Culture; Diversity and Labor in the Networked Society	3	Reg, P-F, Aud
201401	AMST340	Introduction to History, Theories and Methods in American Studies	3	Reg
201401	AMST386	Experiential Learning	3	Reg
201401	AMST388	Honors Thesis	3	Reg
201401	AMST398	Independent Studies	1	Reg
201401	AMST418E	Cultural Themes in America; Digital Media and Everyday Life	3	Reg, P-F, Aud
201401	AMST418G	Cultural Themes in America; Food, Trauma, and Sustainability	3	Reg, P-F, Aud
201401	AMST418H	Cultural Themes in America; Cultural Themes in America-Honors	3	Reg
201401	AMST418N	Cultural Themes in America; Asian American Public Policy	3	Reg, P-F, Aud
201401	AMST418R	Cultural Themes in America; Identity in American Culture	3	Reg, P-F, Aud
201401	AMST418T	Cultural Themes in America; Asian American Sexualities	3	Reg, P-F, Aud
201401	AMST418X	Cultural Themes in America; South Asian American Communities	3	Reg, P-F, Aud
201401	AMST429J	Perspectives on Popular Culture; Social Activism and Popular Culture	3	Reg, P-F, Aud
201401	AMST450	Seminar in American Studies	3	Reg
201401	AMST498A	Special Topics in American Studies; Border Crossings: People, Power, and Politics in Transnational Perspective	3	Reg
201401	AMST498B	Special Topics in American Studies; Fashion and Consumer Culture in the U.S.	3	Reg
201401	AMST498G	Special Topics in American Studies; Latinas/os on the Silver Screen	3	Reg
201401	AMST498L	Special Topics in American Studies; Native Americans and U.S. Cinema	3	Reg
201401	AMST603	Current Approaches to American Studies	3	Reg, Aud
201401	AMST628L	Seminar in American Studies; Transnational Political Economy and Cultures	3	Reg, Aud
201401	AMST629N	Seminar in American Studies; Comparative Race and Ethnicity	3	Reg, Aud
201401	AMST629Z	Seminar in American Studies; History of Investigative Journalism	3	Reg, Aud
201401	AMST655	Introduction to Museum Scholarship	3	Reg, Aud
201401	AMST698	Directed Readings in American Studies	3	Reg
201401	AMST798	Non-Thesis Research	1	Reg, Aud
201401	AMST799	Master's Thesis Research	1	Reg, S-F
201401	AMST857	Museum Scholarship Practicum	3	Reg
201401	AMST898	Pre-Candidacy Research	1	Reg, S-F
201401	AMST899	Doctoral Dissertation Research	6	Reg, S-F
201401	ANSC110	Pasture Management and Hay Production	2	Reg, P-F, Aud
201401	ANSC212	Applied Animal Physiology	3	Reg, P-F, Aud
201401	ANSC214	Applied Animal Physiology Laboratory	1	Reg, P-F, Aud
201401	ANSC227	Eating with Eyes Wide Open	3	Reg, P-F, Aud
201401	ANSC232	Horse Management	3	Reg, P-F, Aud
201401	ANSC235	Applied Small Ruminant Parturition	2	Reg, P-F, Aud
201401	ANSC237	Equine Reproduction	2	Reg, P-F, Aud
201401	ANSC250	Companion Animal Care and Management	3	Reg, P-F, Aud
201401	ANSC260	Laboratory Animal Management	3	Reg, P-F, Aud
201401	ANSC262	Commercial Poultry Management	3	Reg, P-F, Aud
201401	ANSC315	Applied Animal Nutrition	3	Reg, P-F, Aud
201401	ANSC327	Molecular and Quantitative Animal Genetics	3	Reg, P-F, Aud
201401	ANSC340	Health Management of Animal Populations	3	Reg, P-F, Aud
201401	ANSC386	Experiential Learning	3	Reg, P-F
201401	ANSC388	Honors Thesis Research	3	Reg
201401	ANSC399	Special Problems in Animal Science	1	Reg, P-F, Aud
201401	ANSC420	Critical Thinking in Animal Science	3	Reg, P-F, Aud
201401	ANSC435	Experimental Embryology	3	Reg, P-F, Aud
201401	ANSC443	Physiology of Lactation	3	Reg, P-F, Aud
201401	ANSC453	Animal Welfare and Bioethics	3	Reg, P-F, Aud
201401	ANSC489	Current Topics in Animal Science	1	Reg, P-F, Aud
201401	ANSC489O	Current Topics in Animal Science; Nutritional Aspects of Metabolic Disease	3	Reg, P-F, Aud
201401	ANSC489R	Current Topics in Animal Science; Zoonotic Diseases and Control	3	Reg, P-F, Aud
201401	ANSC627	Molecular and Quantitative Genetics	3	Reg, Aud
201401	ANSC660	Poultry Literature	1	Reg, Aud
201401	ANSC688J	Special Topics; Zoonotic Diseases and Control	3	Reg, Aud
201401	ANSC688O	Special Topics; Nutritional Aspects of Metabolic Disease	3	Reg, Aud
201401	ANSC688P	Special Topics; Protein Nutrition and Metabolism	3	Reg, Aud
201401	ANSC688W	Special Topics; Advanced Animal Welfare	1	Reg, Aud
201401	ANSC698C	Seminar; Recent Advances in Animal and Avian Sciences	1	Reg, Aud
201401	ANSC699	Special Problems in Animal Science	1	Reg, Aud
201401	ANSC799	Master's Thesis Research	1	Reg
201401	ANSC898	Pre-Candidacy Research	1	Reg
201401	ANSC899	Doctoral Dissertation Research	6	Reg
201401	ANTH222	Introduction to Ecological and Evolutionary Anthropology	4	Reg, P-F, Aud
201401	ANTH240	Introduction to Archaeology	3	Reg, P-F, Aud
201401	ANTH241	Controversies in Archaeology	3	Reg, P-F, Aud
201401	ANTH260	Introduction to Sociocultural Anthropology and Linguistics	3	Reg, Aud
201401	ANTH265	Anthropology of Global Health	3	Reg, P-F, Aud
201401	ANTH266	Changing Climate, Changing Cultures	3	Reg, P-F, Aud
201401	ANTH298C	Special Topics in Anthropology; Culture and Environment	3	Reg, P-F, Aud
201401	ANTH298D	Special Topics in Anthropology; Introduction to Zooarchaeology	3	Reg, P-F, Aud
201401	ANTH340	Method and Theory in Archaeology	3	Reg, P-F, Aud
201401	ANTH358A	Undergraduate Teaching Assistant; Undergraduate Teaching Assistant in Archaeology	1	Reg, P-F, Aud
201401	ANTH358B	Undergraduate Teaching Assistant; Undergraduate Teaching Assistant in Bio-Anthropology	1	Reg, P-F, Aud
201401	ANTH358C	Undergraduate Teaching Assistant; Undergraduate Teaching Assistant in Cultural Anthropology	1	Reg, P-F, Aud
201401	ANTH360	Method and Theory in Sociocultural Anthropology	3	Reg, P-F, Aud
201401	ANTH386	Experiential Learning	1	Reg, P-F
201401	ANTH398A	Independent Study; Research Problems	1	Reg
201401	ANTH398R	Independent Study; Proseminar-Capstone Research	1	Reg, P-F, Aud
201401	ANTH398T	Independent Study; Proseminar-Capstone Thesis	1	Reg, P-F, Aud
201401	ANTH428R	Special Topics in Bioanthropology; Race and Ethnicity	3	Reg, P-F, Aud
201401	ANTH429A	Advanced Special Topics in Biological Anthropology; Plagues, Pathogens, and Public Policy	3	Reg, P-F, Aud
201401	ANTH447	Material Culture Studies in Archaeology	3	Reg, P-F, Aud
201401	ANTH448P	Special Topics in Archaeology; Anthropological Theories of the Past	3	Reg, P-F, Aud
201401	ANTH468F	Special Topics in Cultural Anthropology; Introduction to Native American Cultures of the United States	3	Reg, P-F, Aud
201401	ANTH468I	Special Topics in Cultural Anthropology; Langauge as Practice	3	Reg, P-F, Aud
201401	ANTH468L	Special Topics in Cultural Anthropology; Conservation and Indigenous Peoples in South America	3	Reg, P-F, Aud
201401	ANTH468T	Special Topics in Cultural Anthropology; Globalization of Hatred	3	Reg, P-F, Aud
201401	ANTH469M	Advanced Special Topics in Cultural Anthropology; Culture, Society and Mental Health	3	Reg, P-F, Aud
201401	ANTH469P	Advanced Special Topics in Cultural Anthropology; Culture, Cognition, and Environment	3	Reg, P-F, Aud
201401	ANTH472	Medical Anthropology	3	Reg, P-F, Aud
201401	ANTH476	Senior Research	3	Reg, P-F, Aud
201401	ANTH477	Senior Thesis	3	Reg, P-F, Aud
201401	ANTH486	Honors Research	3	Reg
201401	ANTH487	Honors Thesis	3	Reg
201401	ANTH491	Applied Urban Ethnography	3	Reg, P-F, Aud
201401	ANTH492	Ethnology of Immigrant Life	4	Reg, P-F, Aud
201401	ANTH498C	Advanced Field Training in Ethnography; Service Learning for Applied Urban Ethnography	1	Reg, P-F, Aud
201401	ANTH498I	Advanced Field Training in Ethnography; Experiential Learning in Community Health Anthropology	1	Reg, P-F, Aud
201401	ANTH617	Applied Urban Ethnography: Community Assessment Research	3	Reg, Aud
201401	ANTH630	Quantification and Statistics in Applied Anthropology	3	Reg, Aud
201401	ANTH647	Advanced Material Culture Studies in Archaeology	3	Reg, Aud
201401	ANTH655	Introduction to Museum Scholarship	3	Reg, Aud
201401	ANTH672	Advanced Studies in Medical Anthropology	3	Reg, Aud
201401	ANTH688A	Current Developments in Anthropology	3	Reg, Aud
201401	ANTH688I	Current Developments in Anthropology; Language as Practice	3	Reg, Aud
201401	ANTH688L	Current Developments in Anthropology; Conservation and Indigenous Peoples in Latin America	3	Reg, Aud
201401	ANTH688M	Current Developments in Anthropology; Placing History: Learning to Research and Write a National Historic Landmark Nomination	3	Reg, Aud
201401	ANTH689A	Special Problems in Anthropology	1	Reg
201401	ANTH689O	Special Problems in Anthropology; Experiential Learning in Community Health Anthropology	1	Reg, S-F
201401	ANTH689P	Special Problems in Anthropology; Culture, Cognition, and Environment	3	Reg, S-F
201401	ANTH692	Ethnology of Immigrant Life	4	Reg, Aud
201401	ANTH701	Anthropology Internship Preparation	3	Reg, Aud
201401	ANTH712	Anthropology Internship Analysis	3	Reg
201401	ANTH722	Ecological Anthropology	3	Reg
201401	ANTH740	Theories of the Past and Accomplishments of Archaeology	3	Reg, Aud
201401	ANTH788	Internship Research	1	Reg, Aud
201401	ANTH789	Internship	3	Reg, Aud
201401	ANTH857	Museum Scholarship Practicum	3	Reg
201401	ANTH898	Pre-Candidacy Research	1	Reg, S-F
201401	ANTH899	Doctoral Dissertation Research	6	Reg, S-F
201401	AOSC123	Causes and Implications of Global Change	3	Reg, P-F, Aud
201401	AOSC200	Weather and Climate	3	Reg, P-F, Aud
201401	AOSC201	Weather and Climate Laboratory	1	Reg, P-F, Aud
201401	AOSC347	Computing and Data Analysis: Deciphering Climate Change Clues	3	Reg, P-F, Aud
201401	AOSC401	Climate Dynamics and Earth System Science	3	Reg, P-F, Aud
201401	AOSC424	Remote Sensing of the Atmosphere and Ocean	3	Reg, P-F, Aud
201401	AOSC432	Large Scale Atmospheric Dynamics	3	Reg, P-F, Aud
201401	AOSC434	Air Pollution	3	Reg, P-F, Aud
201401	AOSC458A	Advanced Topics in Atmospheric and Oceanic Science; Earth, Life, and Sustainability	3	Reg, Aud
201401	AOSC494	Atmospheric and Oceanic Science Seminar	1	Reg, P-F, Aud
201401	AOSC498	Senior Research Project II	3	Reg, P-F, Aud
201401	AOSC499	Special Problems in Atmospheric Science	1	Reg, P-F, Aud
201401	AOSC611	Dynamics of the Atmosphere and Oceans II	3	Reg, Aud
201401	AOSC617	Atmospheric and Oceanic Climate	3	Reg, Aud
201401	AOSC621	Physics and Chemistry of the Atmosphere II	3	Reg, Aud
201401	AOSC624	Remote Sensing of Surface Climate	3	Reg, Aud
201401	AOSC630	Statistical Methods in Meteorology and Oceanography	3	Reg, Aud
201401	AOSC658E	Special Topics in Meteorology; Data Assimulation	3	Reg, Aud
201401	AOSC658F	Special Topics in Meteorology; Sustainability Modeling	3	Reg, Aud
201401	AOSC684	Climate System Modeling	3	Reg, Aud
201401	AOSC798	Directed Graduate Research	1	S-F
201401	AOSC898	Pre-Candidacy Research	1	Reg, S-F
201401	AOSC899	Doctoral Dissertation Research	6	S-F
201401	ARAB105	Elementary Modern Standard Arabic III-IV	6	Reg, P-F, Aud
201401	ARAB205	Intermediate Modern Standard Arabic II	6	Reg, P-F, Aud
201401	ARAB207	Elementary Egyptian Colloquial Arabic IV	3	Reg, P-F, Aud
201401	ARAB298R	Special Topics in Arabic Studies; Arab Cinema - Breaking the Taboos	3	Reg, P-F, Aud
201401	ARAB305	Advanced Modern Standard Arabic II	3	Reg, P-F, Aud
201401	ARAB398A	Special Topics in Arabic Studies; The Arabian Gulf	3	Reg, P-F, Aud
201401	ARAB398F	Special Topics in Arabic Studies; The Arab-Israeli Conflict through Film	3	Reg, P-F, Aud
201401	ARAB402	Arabic English Translation	3	Reg, P-F, Aud
201401	ARAB499G	Special Topics in Arabic Studies; Folklore and Modernism in Arabic Film and Literature	3	Reg, P-F, Aud
201401	ARAB499T	Special Topics in Arabic Studies; Contemporary Arab Political Thought	3	Reg, P-F, Aud
201401	ARCH101	Foundations in Architecture	1	Reg, P-F
201401	ARCH170	Introduction to the Built Environment	3	Reg, P-F, Aud
201401	ARCH226	History of World Architecture II	3	Reg, P-F, Aud
201401	ARCH242	Basic Architectural Drawing	3	Reg
201401	ARCH271	People, Planet, and Profit: Building Sustainable Places	3	Reg
201401	ARCH289I	Sustainability at College Park	3	Reg, P-F, Aud
201401	ARCH401	Architecture Studio II	6	Reg, P-F, Aud
201401	ARCH403	Architecture Studio IV	6	Reg, P-F, Aud
201401	ARCH405	Graduate Architecture Design Studio II	6	Reg, Aud
201401	ARCH407	Graduate Architecture Design IV	6	Reg, Aud
201401	ARCH411	Technology II	4	Reg, P-F, Aud
201401	ARCH413	Architecture Technology IV	4	Reg, P-F, Aud
201401	ARCH423	History of Roman Architecture	3	Reg, P-F, Aud
201401	ARCH427	Theories of Architecture	3	Reg, P-F, Aud
201401	ARCH445	Visual Analysis of Architecture	3	Reg, P-F, Aud
201401	ARCH460	Site Analysis and Design	3	Reg, P-F, Aud
201401	ARCH461	Sustainability in Architecture	3	Reg, P-F, Aud
201401	ARCH470	Computer Applications in Architecture	3	Reg
201401	ARCH478C	Selected Topics in Architecture; Careers in Architecture	3	Reg, P-F, Aud
201401	ARCH478Q	Selected Topics in Architecture; Bridge Design	3	Reg, P-F, Aud
201401	ARCH479	Independent Studies in Architecture	3	Reg, P-F, Aud
201401	ARCH481	The Architect in Archaeology	3	Reg, P-F, Aud
201401	ARCH601	Topical Studio	6	Reg, Aud
201401	ARCH628B	Selected Topics in Architectural History; Housing Seminar	3	Reg, Aud
201401	ARCH635	Seminar in the History of Modern Architecture	3	Reg, Aud
201401	ARCH655	Urban Design Seminar	3	Reg, Aud
201401	ARCH670	Advance Comprehensive Computer Technology in Architecture	3	Reg, Aud
201401	ARCH673	Building Culture	3	Reg, Aud
201401	ARCH678	Selected Topics in Architecture	1	Reg, Aud
201401	ARCH678Q	Selected Topics in Architecture; Bridge Design	3	Reg, Aud
201401	ARCH678Z	Selected Topics in Architecture; Sensing Architecture: Body and Place	3	Reg, Aud
201401	ARCH679	Independent Studies in Architecture	3	Reg, Aud
201401	ARCH797	Thesis Proseminar	3	Reg, Aud
201401	ARCH798	Thesis in Architecture	3	Reg
201401	ARCH799	Master's Thesis Research	1	Reg
201401	AREC200	The Chesapeake Bay Ecosystem: Intersection of Science, Economics, and Policy	3	Reg, P-F, Aud
201401	AREC240	Introduction to Economics and the Environment	4	Reg, P-F, Aud
201401	AREC365	World Hunger, Population, and Food Supplies	3	Reg, P-F, Aud
201401	AREC382	Computer-Based Analysis in Agricultural and Resource Economics	3	Reg, P-F, Aud
201401	AREC386	Experiential Learning	3	Reg, P-F
201401	AREC388	Honors Thesis Research	3	Reg
201401	AREC399	Special Problems	1	Reg, P-F, Aud
201401	AREC427	Economics of Commodity Marketing Systems	3	Reg, P-F, Aud
201401	AREC435	Commodity Futures and Options	3	Reg, P-F, Aud
201401	AREC489G	Special Topics in Agricultural and Resources Economics; Sustainable Economic Development	3	Reg, P-F, Aud
201401	AREC489J	Special Topics in Agricultural and Resources Economics; Energy and Environmental Economics	3	Reg, P-F, Aud
201401	AREC610	Microeconomic Applications in Agricultural and Resource Markets	3	Reg, Aud
201401	AREC624	Applied Econometrics II	4	Reg, Aud
201401	AREC645	Environment and Development Economics	3	Reg, Aud
201401	AREC699	Special Problems in Agricultural and Resource Economics	1	Reg, Aud
201401	AREC783	Environmental Taxation and Regulation	3	Reg, Aud
201401	AREC799	Master's Thesis Research	1	Reg
201401	AREC845	Environment and Development Economics	3	Reg, Aud
201401	AREC869K	Advanced Topics in Agricultural and Resource Economics; Introduction to Prospectus Writing II	1	Reg, Aud
201401	AREC898	Pre-Candidacy Research	1	Reg
201401	AREC899	Doctoral Dissertation Research	6	Reg
201401	ARHU286	Experiential Learning	3	Reg, P-F
201401	ARHU318A	Writers' House Colloquium: Creative Writing Across Languages and Cultures; Poetry Colloquium	1	Reg
201401	ARHU318B	Writers' House Colloquium: Creative Writing Across Languages and Cultures; Prose Colloquium	1	Reg
201401	ARHU319A	Writers' House Second Year Colloquium: Form and Theory of Creative Writing; Writing for Publication	3	Reg
201401	ARHU338	Undergraduate Teaching Assistantship in the Writers' House	3	Reg
201401	ARHU386	Experiential Learning	3	Reg, P-F
201401	ARHU439J	Interdisciplinary Studies in Arts and Humanities; Social Activism and Popular Culture	3	Reg, P-F, Aud
201401	ARHU468	Peer Mentoring Program	1	Reg
201401	ARHU486	Internship Practicum in Arts and Humanities	3	Reg, P-F
201401	ARHU786	Leadership and Professional Development Internship	1	Reg
201401	ARMY102	Basic Military Science II	1	Reg, P-F, Aud
201401	ARMY104	Basic Army Physical Fitness II	2	Reg, P-F, Aud
201401	ARMY202	Military Leadership in Practice	3	Reg, P-F, Aud
201401	ARMY302	Advanced Military Leadership II	3	Reg, P-F, Aud
201401	ARMY402	Advanced Military Leadership IV	3	Reg, P-F, Aud
201401	ARSC059	Air Force Officer Lab	1	S-F
201401	ARSC101	The USAF Today II	1	Reg
201401	ARSC201	The Development of Air Power II	1	Reg
201401	ARSC301	Management and Leadership II	3	Reg, P-F, Aud
201401	ARSC399	Independent Study in Air and Space Power Implementation	1	Reg, P-F, Aud
201401	ARSC401	National Security Forces in Contemporary American Society II	3	Reg, P-F, Aud
201401	ARTH200	Art and Society in Ancient and Medieval Europe and the Mediterranean	3	Reg, P-F, Aud
201401	ARTH201	Art and Society in the West from the Renaissance to the Present	3	Reg, P-F, Aud
201401	ARTH221	Color: Art, Science, and Culture	3	Reg, P-F, Aud
201401	ARTH221S	Color: Art, Science, and Culture	3	Reg, P-F, Aud
201401	ARTH275	Art and Society in Africa	3	Reg, P-F, Aud
201401	ARTH290	Art and Society in Asia	3	Reg, P-F, Aud
201401	ARTH303	Roman Art and Archaeology	3	Reg, P-F, Aud
201401	ARTH314	Gothic Art	3	Reg, P-F, Aud
201401	ARTH320	Fourteenth and Fifteenth-Century Northern European Art	3	Reg, P-F, Aud
201401	ARTH324	Sixteenth-Century Italian Renaissance Art	3	Reg, P-F, Aud
201401	ARTH345	Nineteenth-Century European Art to 1850	3	Reg, P-F, Aud
201401	ARTH351	Art Since 1945	3	Reg, P-F, Aud
201401	ARTH357	History of Photography	3	Reg, P-F, Aud
201401	ARTH359G	Film as Art; Ingmar Bergman and the European Art Film	3	Reg, P-F, Aud
201401	ARTH360	History of American Art to 1876	3	Reg, P-F, Aud
201401	ARTH386	Experiential Learning	3	Reg, P-F
201401	ARTH389C	Special Topics in Art History and Archaeology; 1956: The Cold War in Global Perspective	3	Reg, P-F, Aud
201401	ARTH389D	Special Topics in Art History and Archaeology; Art and Architecture of Early Modern Venice	3	Reg, P-F, Aud
201401	ARTH466	Feminist Perspectives on Women in Art	3	Reg, P-F, Aud
201401	ARTH488A	Colloquium in Art History; Gladiators and Caesars: The Archaeology of Roman Spectacle	3	Reg, P-F, Aud
201401	ARTH488B	Colloquium in Art History; Impressionism: Art of Modernity	3	Reg, P-F, Aud
201401	ARTH488C	Colloquium in Art History; The Baroque Persona: Painting and Artistic Biography in 17th-Century Spain	3	Reg, P-F, Aud
201401	ARTH489K	Special Topics in Art History; Art and the Museum World	3	Reg, P-F, Aud
201401	ARTH498	Directed Studies in Art History I	2	Reg, P-F, Aud
201401	ARTH499	Honors Thesis	3	Reg, P-F, Aud
201401	ARTH739	Seminar in Seventeenth-Century Northern European Art	3	Reg, Aud
201401	ARTH759	Seminar in Twentieth-Century Art; Modern Art Avant-Gardes in "Eastern Europe"	3	Reg, Aud
201401	ARTH769	Seminar in African Art; Seminar in African Art: Africa's Modernisms	3	Reg, Aud
201401	ARTH789A	Selected Topics in Art History; Global and Transnational Perspectives: Art and Artists in the Chinese Diaspora	3	Reg, Aud
201401	ARTH798	Directed Graduate Studies in Art History	3	Reg, Aud
201401	ARTH799	Master's Thesis Research	1	Reg
201401	ARTH898	Pre-Candidacy Research	1	Reg
201401	ARTH899	Doctoral Dissertation Research	6	Reg
201401	ARTT100	Two-Dimensional Design Fundamentals	3	Reg, P-F, Aud
201401	ARTT110	Elements of Drawing I	3	Reg, P-F, Aud
201401	ARTT150	Introduction to Art Theory	3	Reg, P-F, Aud
201401	ARTT200	Three-Dimensional Art Fundamentals	3	Reg, P-F, Aud
201401	ARTT210	Elements of Drawing II	3	Reg, P-F, Aud
201401	ARTT255	Introduction to Digital Art and Design Processes	3	Reg, P-F, Aud
201401	ARTT320	Elements of Painting	3	Reg, P-F, Aud
201401	ARTT330	Elements of Sculpture: Metal Casting	3	Reg, P-F
201401	ARTT330H	Elements of Sculpture: Metal Casting	3	Reg, P-F, Aud
201401	ARTT331	Elements of Sculpture: Steel	3	Reg, P-F
201401	ARTT333	Elements of Sculpture: Wood and Mixed Media	3	Reg, P-F
201401	ARTT333H	Elements of Sculpture: Wood and Mixed Media	3	Reg, P-F, Aud
201401	ARTT340	Elements of Printmaking: Intaglio	3	Reg, P-F, Aud
201401	ARTT343	Elements of Printmaking: Screen Printing	3	Reg, P-F, Aud
201401	ARTT343H	Elements of Printmaking: Screen Printing	3	Reg, P-F, Aud
201401	ARTT344	Elements of Printmaking: Lithography	3	Reg, P-F, Aud
201401	ARTT353	Elements of Photography	3	Reg, P-F, Aud
201401	ARTT357	Interactive Design	3	Reg
201401	ARTT361	Design Literacy: Decoding Our Visual Culture	3	Reg, P-F, Aud
201401	ARTT370	Elements of Digital Media	3	Reg, P-F, Aud
201401	ARTT386	Experiential Learning	3	Reg, P-F
201401	ARTT389	Department of Art Undergraduate Teaching Assistantship	3	Reg, P-F, Aud
201401	ARTT399	Department of Art Research Assistantship	1	Reg, P-F, Aud
